Order ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer ID,Region,City,Peak Hours
T001904,17-12-2025,PROD-007,USB-C Docking Station,Electronics,46,"2,50,000","1,15,00,000",Customer-073,Asia,Delhi,06:00 PM – 09:00 PM
T000833,04-06-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,46,"1,20,000","55,20,000",Customer-121,Asia,Pune,09:00 AM – 11:00 AM
T000544,11-04-2025,PROD-005,Noise-Cancelling Headphones,Electronics,80,"9,50,000","7,60,00,000",Customer-012,Asia,Chennai,06:00 PM – 09:00 PM
T001601,24-10-2025,PROD-007,USB-C Docking Station,Electronics,20,"2,50,000","50,00,000",Customer-040,Europe,London,06:00 PM – 09:00 PM
T000351,10-03-2025,PROD-010,Webcam 1080p HD,Electronics,36,"2,00,000","72,00,000",Customer-068,Asia,Hyderabad,06:00 PM – 09:00 PM
T001933,22-12-2025,PROD-004,Standing Desk Converter,Furniture,33,"5,00,000","1,65,00,000",Customer-147,Asia,Bengaluru,12:00 PM – 03:00 PM
T001511,10-10-2025,PROD-004,Standing Desk Converter,Furniture,9,"5,00,000","45,00,000",Customer-102,Asia,Singapore,12:00 PM – 03:00 PM
T000979,02-07-2025,PROD-001,Ergonomic Mesh Chair,Furniture,160,"4,50,000","7,20,00,000",Customer-057,Asia,Kolkata,12:00 PM – 03:00 PM
T000176,30-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,27,"25,000","6,75,000",Customer-111,Asia,Pune,09:00 AM – 11:00 AM
T000483,01-04-2025,PROD-007,USB-C Docking Station,Electronics,8,"2,50,000","20,00,000",Customer-086,Asia,Pune,06:00 PM – 09:00 PM
T001413,24-09-2025,PROD-007,USB-C Docking Station,Electronics,47,"2,50,000","1,17,50,000",Customer-118,North America,New York,06:00 PM – 09:00 PM
T001611,29-10-2025,PROD-004,Standing Desk Converter,Furniture,9,"5,00,000","45,00,000",Customer-059,Asia,Singapore,12:00 PM – 03:00 PM
T000124,20-01-2025,PROD-009,Adjustable Monitor Arm,Furniture,13,"1,80,000","23,40,000",Customer-118,Asia,Dubai,12:00 PM – 03:00 PM
T000600,21-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,19,"25,000","4,75,000",Customer-140,Asia,Singapore,09:00 AM – 11:00 AM
T001795,26-11-2025,PROD-001,Ergonomic Mesh Chair,Furniture,26,"4,50,000","1,17,00,000",Customer-099,Asia,Singapore,12:00 PM – 03:00 PM
T001746,19-11-2025,PROD-007,USB-C Docking Station,Electronics,16,"2,50,000","40,00,000",Customer-068,Asia,Chennai,06:00 PM – 09:00 PM
T001379,19-09-2025,PROD-004,Standing Desk Converter,Furniture,360,"5,00,000","18,00,00,000",Customer-116,Asia,Singapore,12:00 PM – 03:00 PM
T001186,14-08-2025,PROD-009,Adjustable Monitor Arm,Furniture,43,"1,80,000","77,40,000",Customer-099,Asia,Dubai,12:00 PM – 03:00 PM
T000486,01-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,37,"1,80,000","66,60,000",Customer-107,Asia,Kolkata,12:00 PM – 03:00 PM
T000332,05-03-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"3,50,000","17,50,000",Customer-107,Europe,London,06:00 PM – 09:00 PM
T000789,22-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"4,50,000","36,00,000",Customer-146,Asia,Pune,12:00 PM – 03:00 PM
T000195,05-02-2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"4,50,000","22,50,000",Customer-071,Asia,Dubai,12:00 PM – 03:00 PM
T000638,24-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,35,"1,80,000","63,00,000",Customer-119,Asia,Kolkata,12:00 PM – 03:00 PM
T000472,31-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,50,"1,20,000","60,00,000",Customer-106,Asia,Dubai,09:00 AM – 11:00 AM
T001714,13-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,48,"25,000","12,00,000",Customer-059,North America,New York,09:00 AM – 11:00 AM
T000323,05-03-2025,PROD-010,Webcam 1080p HD,Electronics,19,"2,00,000","38,00,000",Customer-102,North America,New York,06:00 PM – 09:00 PM
T001197,15-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,39,"9,50,000","3,70,50,000",Customer-067,Asia,Kolkata,06:00 PM – 09:00 PM
T000267,26-02-2025,PROD-004,Standing Desk Converter,Furniture,34,"5,00,000","1,70,00,000",Customer-052,Asia,Kolkata,12:00 PM – 03:00 PM
T001544,15-10-2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"9,50,000","95,00,000",Customer-118,Europe,London,06:00 PM – 09:00 PM
T001804,27-11-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,13,"1,20,000","15,60,000",Customer-078,Asia,Pune,09:00 AM – 11:00 AM
T000068,09-01-2025,PROD-003,27-inch 4K Monitor,Electronics,38,"12,00,000","4,56,00,000",Customer-040,Asia,Singapore,06:00 PM – 09:00 PM
T001738,18-11-2025,PROD-010,Webcam 1080p HD,Electronics,43,"2,00,000","86,00,000",Customer-047,Asia,Chennai,06:00 PM – 09:00 PM
T001593,22-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"3,50,000","17,50,000",Customer-147,North America,New York,06:00 PM – 09:00 PM
T001564,20-10-2025,PROD-009,Adjustable Monitor Arm,Furniture,18,"1,80,000","32,40,000",Customer-014,Asia,Singapore,12:00 PM – 03:00 PM
T000481,01-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,27,"1,80,000","48,60,000",Customer-039,Asia,Delhi,12:00 PM – 03:00 PM
T001757,21-11-2025,PROD-007,USB-C Docking Station,Electronics,46,"2,50,000","1,15,00,000",Customer-148,Asia,Pune,06:00 PM – 09:00 PM
T001913,19-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,16,"25,000","4,00,000",Customer-126,Asia,Delhi,09:00 AM – 11:00 AM
T001441,26-09-2025,PROD-003,27-inch 4K Monitor,Electronics,28,"12,00,000","3,36,00,000",Customer-093,Asia,Bengaluru,06:00 PM – 09:00 PM
T001461,30-09-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,19,"25,000","4,75,000",Customer-085,Asia,Kolkata,09:00 AM – 11:00 AM
T000888,16-06-2025,PROD-007,USB-C Docking Station,Electronics,18,"2,50,000","45,00,000",Customer-113,Asia,Tokyo,06:00 PM – 09:00 PM
T000423,25-03-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"3,50,000","24,50,000",Customer-068,Asia,Chennai,06:00 PM – 09:00 PM
T001675,06-11-2025,PROD-005,Noise-Cancelling Headphones,Electronics,11,"9,50,000","1,04,50,000",Customer-008,North America,New York,06:00 PM – 09:00 PM
T001450,29-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"9,50,000","95,00,000",Customer-102,Asia,Mumbai,06:00 PM – 09:00 PM
T000765,19-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,38,"9,50,000","3,61,00,000",Customer-105,Asia,Tokyo,06:00 PM – 09:00 PM
T000520,07-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,000","2,25,000",Customer-022,Asia,Delhi,09:00 AM – 11:00 AM
T001432,25-09-2025,PROD-003,27-inch 4K Monitor,Electronics,34,"12,00,000","4,08,00,000",Customer-040,Asia,Singapore,06:00 PM – 09:00 PM
T000614,22-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,24,"1,80,000","43,20,000",Customer-093,Asia,Pune,12:00 PM – 03:00 PM
T001531,13-10-2025,PROD-007,USB-C Docking Station,Electronics,12,"2,50,000","30,00,000",Customer-076,Asia,Dubai,06:00 PM – 09:00 PM
T001783,25-11-2025,PROD-007,USB-C Docking Station,Electronics,22,"2,50,000","55,00,000",Customer-098,Asia,Bengaluru,06:00 PM – 09:00 PM
T001659,04-11-2025,PROD-009,Adjustable Monitor Arm,Furniture,14,"1,80,000","25,20,000",Customer-098,Asia,Dubai,12:00 PM – 03:00 PM
T000454,28-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,21,"1,20,000","25,20,000",Customer-090,Asia,Hyderabad,09:00 AM – 11:00 AM
T000731,13-05-2025,PROD-003,27-inch 4K Monitor,Electronics,260,"12,00,000","31,20,00,000",Customer-015,North America,New York,06:00 PM – 09:00 PM
T000535,09-04-2025,PROD-004,Standing Desk Converter,Furniture,49,"5,00,000","2,45,00,000",Customer-028,Asia,Mumbai,12:00 PM – 03:00 PM
T000966,30-06-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,26,"25,000","6,50,000",Customer-067,Asia,Singapore,09:00 AM – 11:00 AM
T001285,05-09-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,300,"1,20,000","3,60,00,000",Customer-113,Asia,Dubai,09:00 AM – 11:00 AM
T001740,18-11-2025,PROD-009,Adjustable Monitor Arm,Furniture,49,"1,80,000","88,20,000",Customer-110,Asia,Pune,12:00 PM – 03:00 PM
T000262,24-02-2025,PROD-004,Standing Desk Converter,Furniture,39,"5,00,000","1,95,00,000",Customer-116,Asia,Tokyo,12:00 PM – 03:00 PM
T000536,09-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,50,"25,000","12,50,000",Customer-126,Asia,Tokyo,09:00 AM – 11:00 AM
T000969,02-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,13,"1,80,000","23,40,000",Customer-029,Asia,Hyderabad,12:00 PM – 03:00 PM
T000241,11-02-2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"4,50,000","40,50,000",Customer-028,Asia,Singapore,12:00 PM – 03:00 PM
T000820,30-05-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,150,"25,000","37,50,000",Customer-073,Asia,Hyderabad,09:00 AM – 11:00 AM
T000693,05-05-2025,PROD-004,Standing Desk Converter,Furniture,6,"5,00,000","30,00,000",Customer-066,Asia,Hyderabad,12:00 PM – 03:00 PM
T000421,24-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","5,75,000",Customer-088,North America,New York,09:00 AM – 11:00 AM
T001086,24-07-2025,PROD-009,Adjustable Monitor Arm,Furniture,43,"1,80,000","77,40,000",Customer-141,Asia,Delhi,12:00 PM – 03:00 PM
T001999,31-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,000","1,50,000",Customer-142,Asia,Bengaluru,09:00 AM – 11:00 AM
T000366,11-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,39,"25,000","9,75,000",Customer-041,Asia,Bengaluru,09:00 AM – 11:00 AM
T001023,10-07-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,23,"25,000","5,75,000",Customer-071,Asia,Hyderabad,09:00 AM – 11:00 AM
T001241,26-08-2025,PROD-005,Noise-Cancelling Headphones,Electronics,140,"9,50,000","13,30,00,000",Customer-095,Asia,Dubai,06:00 PM – 09:00 PM
T000589,21-04-2025,PROD-010,Webcam 1080p HD,Electronics,6,"2,00,000","12,00,000",Customer-096,Asia,Delhi,06:00 PM – 09:00 PM
T000737,13-05-2025,PROD-005,Noise-Cancelling Headphones,Electronics,42,"9,50,000","3,99,00,000",Customer-037,Asia,Delhi,06:00 PM – 09:00 PM
T001762,21-11-2025,PROD-007,USB-C Docking Station,Electronics,40,"2,50,000","1,00,00,000",Customer-082,Asia,Tokyo,06:00 PM – 09:00 PM
T000942,25-06-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,33,"1,20,000","39,60,000",Customer-062,Asia,Hyderabad,09:00 AM – 11:00 AM
T000072,09-01-2025,PROD-003,27-inch 4K Monitor,Electronics,9,"12,00,000","1,08,00,000",Customer-069,Asia,Delhi,06:00 PM – 09:00 PM
T001408,23-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,46,"9,50,000","4,37,00,000",Customer-134,Asia,Delhi,06:00 PM – 09:00 PM
T000260,24-02-2025,PROD-003,27-inch 4K Monitor,Electronics,8,"12,00,000","96,00,000",Customer-055,Asia,Hyderabad,06:00 PM – 09:00 PM
T000052,07-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,14,"25,000","3,50,000",Customer-018,Asia,Singapore,09:00 AM – 11:00 AM
T000199,05-02-2025,PROD-003,27-inch 4K Monitor,Electronics,21,"12,00,000","2,52,00,000",Customer-067,Asia,Tokyo,06:00 PM – 09:00 PM
T001789,26-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,33,"25,000","8,25,000",Customer-142,Asia,Kolkata,09:00 AM – 11:00 AM
T000651,25-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,40,"1,20,000","48,00,000",Customer-095,North America,New York,09:00 AM – 11:00 AM
T000333,05-03-2025,PROD-003,27-inch 4K Monitor,Electronics,16,"12,00,000","1,92,00,000",Customer-047,Asia,Chennai,06:00 PM – 09:00 PM
T001360,18-09-2025,PROD-004,Standing Desk Converter,Furniture,28,"5,00,000","1,40,00,000",Customer-138,Asia,Mumbai,12:00 PM – 03:00 PM
T000594,21-04-2025,PROD-004,Standing Desk Converter,Furniture,24,"5,00,000","1,20,00,000",Customer-081,Asia,Singapore,12:00 PM – 03:00 PM
T001392,22-09-2025,PROD-009,Adjustable Monitor Arm,Furniture,27,"1,80,000","48,60,000",Customer-091,Asia,Dubai,12:00 PM – 03:00 PM
T001801,27-11-2025,PROD-010,Webcam 1080p HD,Electronics,23,"2,00,000","46,00,000",Customer-066,Asia,Tokyo,06:00 PM – 09:00 PM
T001315,10-09-2025,PROD-007,USB-C Docking Station,Electronics,7,"2,50,000","17,50,000",Customer-077,Asia,Tokyo,06:00 PM – 09:00 PM
T001112,28-07-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"3,50,000","21,00,000",Customer-064,Asia,Mumbai,06:00 PM – 09:00 PM
T001007,09-07-2025,PROD-004,Standing Desk Converter,Furniture,110,"5,00,000","5,50,00,000",Customer-148,Asia,Singapore,12:00 PM – 03:00 PM
T001327,11-09-2025,PROD-010,Webcam 1080p HD,Electronics,130,"2,00,000","2,60,00,000",Customer-096,Asia,Mumbai,06:00 PM – 09:00 PM
T000427,25-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,28,"1,20,000","33,60,000",Customer-026,North America,New York,09:00 AM – 11:00 AM
T001559,20-10-2025,PROD-003,27-inch 4K Monitor,Electronics,29,"12,00,000","3,48,00,000",Customer-062,Asia,Singapore,06:00 PM – 09:00 PM
T001294,08-09-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,48,"25,000","12,00,000",Customer-072,Asia,Hyderabad,09:00 AM – 11:00 AM
T000591,21-04-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,27,"25,000","6,75,000",Customer-030,Europe,London,09:00 AM – 11:00 AM
T001958,24-12-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,34,"25,000","8,50,000",Customer-076,Asia,Tokyo,09:00 AM – 11:00 AM
T001977,26-12-2025,PROD-003,27-inch 4K Monitor,Electronics,29,"12,00,000","3,48,00,000",Customer-134,Asia,Dubai,06:00 PM – 09:00 PM
T001133,05-08-2025,PROD-010,Webcam 1080p HD,Electronics,21,"2,00,000","42,00,000",Customer-053,North America,New York,06:00 PM – 09:00 PM
T000986,04-07-2025,PROD-003,27-inch 4K Monitor,Electronics,360,"12,00,000","43,20,00,000",Customer-138,Asia,Bengaluru,06:00 PM – 09:00 PM
T000399,14-03-2025,PROD-005,Noise-Cancelling Headphones,Electronics,12,"9,50,000","1,14,00,000",Customer-140,Asia,Kolkata,06:00 PM – 09:00 PM
T001512,10-10-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,000","1,25,000",Customer-081,North America,New York,09:00 AM – 11:00 AM
T000437,26-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,15,"25,000","3,75,000",Customer-126,Asia,Pune,09:00 AM – 11:00 AM
T000193,05-02-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,45,"1,20,000","54,00,000",Customer-087,Asia,Pune,09:00 AM – 11:00 AM
T001436,26-09-2025,PROD-010,Webcam 1080p HD,Electronics,19,"2,00,000","38,00,000",Customer-049,Asia,Singapore,06:00 PM – 09:00 PM
T000615,22-04-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,11,"1,20,000","13,20,000",Customer-079,Asia,Kolkata,09:00 AM – 11:00 AM
T001494,08-10-2025,PROD-007,USB-C Docking Station,Electronics,26,"2,50,000","65,00,000",Customer-035,Asia,Tokyo,06:00 PM – 09:00 PM
T000577,16-04-2025,PROD-004,Standing Desk Converter,Furniture,50,"5,00,000","2,50,00,000",Customer-007,Asia,Singapore,12:00 PM – 03:00 PM
T000987,04-07-2025,PROD-003,27-inch 4K Monitor,Electronics,60,"12,00,000","7,20,00,000",Customer-141,Asia,Pune,06:00 PM – 09:00 PM
T001433,25-09-2025,PROD-005,Noise-Cancelling Headphones,Electronics,13,"9,50,000","1,23,50,000",Customer-014,Asia,Kolkata,06:00 PM – 09:00 PM
T000707,08-05-2025,PROD-007,USB-C Docking Station,Electronics,370,"2,50,000","9,25,00,000",Customer-094,Asia,Singapore,06:00 PM – 09:00 PM
T001259,27-08-2025,PROD-004,Standing Desk Converter,Furniture,31,"5,00,000","1,55,00,000",Customer-029,Asia,Chennai,12:00 PM – 03:00 PM
T000142,21-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,42,"25,000","10,50,000",Customer-065,Asia,Delhi,09:00 AM – 11:00 AM
T001358,17-09-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,"1,20,000","12,00,000",Customer-102,Asia,Mumbai,09:00 AM – 11:00 AM
T000003,01-01-2025,PROD-009,Adjustable Monitor Arm,Furniture,25,"1,80,000","45,00,000",Customer-037,Asia,Chennai,12:00 PM – 03:00 PM
T001222,21-08-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,340,"25,000","85,00,000",Customer-072,Europe,London,09:00 AM – 11:00 AM
T001870,09-12-2025,PROD-009,Adjustable Monitor Arm,Furniture,38,"1,80,000","68,40,000",Customer-120,Asia,Chennai,12:00 PM – 03:00 PM
T001623,30-10-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,38,"1,20,000","45,60,000",Customer-060,Asia,Kolkata,09:00 AM – 11:00 AM
T000340,06-03-2025,PROD-007,USB-C Docking Station,Electronics,420,"2,50,000","10,50,00,000",Customer-012,Asia,Kolkata,06:00 PM – 09:00 PM
T001770,24-11-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,21,"25,000","5,25,000",Customer-094,Asia,Bengaluru,09:00 AM – 11:00 AM
T001537,14-10-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,50,"3,50,000","1,75,00,000",Customer-008,Asia,Tokyo,06:00 PM – 09:00 PM
T000484,01-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"3,50,000","31,50,000",Customer-024,Asia,Chennai,06:00 PM – 09:00 PM
T000266,24-02-2025,PROD-004,Standing Desk Converter,Furniture,49,"5,00,000","2,45,00,000",Customer-034,Asia,Singapore,12:00 PM – 03:00 PM
T000377,12-03-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,31,"1,20,000","37,20,000",Customer-147,Europe,London,09:00 AM – 11:00 AM
T000742,13-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,36,"3,50,000","1,26,00,000",Customer-050,Asia,Bengaluru,06:00 PM – 09:00 PM
T001014,10-07-2025,PROD-010,Webcam 1080p HD,Electronics,7,"2,00,000","14,00,000",Customer-013,Asia,Mumbai,06:00 PM – 09:00 PM
T000440,26-03-2025,PROD-004,Standing Desk Converter,Furniture,46,"5,00,000","2,30,00,000",Customer-057,Asia,Bengaluru,12:00 PM – 03:00 PM
T000272,26-02-2025,PROD-009,Adjustable Monitor Arm,Furniture,40,"1,80,000","72,00,000",Customer-090,Asia,Dubai,12:00 PM – 03:00 PM
T000185,30-01-2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,"9,50,000","47,50,000",Customer-149,Asia,Pune,06:00 PM – 09:00 PM
T000940,25-06-2025,PROD-001,Ergonomic Mesh Chair,Furniture,36,"4,50,000","1,62,00,000",Customer-103,North America,New York,12:00 PM – 03:00 PM
T000245,11-02-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,11,"25,000","2,75,000",Customer-141,Asia,Delhi,09:00 AM – 11:00 AM
T000932,25-06-2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,150,"1,20,000","1,80,00,000",Customer-015,Asia,Tokyo,09:00 AM – 11:00 AM
T000446,26-03-2025,PROD-004,Standing Desk Converter,Furniture,7,"5,00,000","35,00,000",Customer-016,Asia,Pune,12:00 PM – 03:00 PM
T000597,21-04-2025,PROD-009,Adjustable Monitor Arm,Furniture,29,"1,80,000","52,20,000",Customer-047,Asia,Bengaluru,12:00 PM – 03:00 PM
T000818,30-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,21,"3,50,000","73,50,000",Customer-020,Europe,London,06:00 PM – 09:00 PM
T001273,04-09-2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"4,50,000","22,50,000",Customer-004,Asia,Kolkata,12:00 PM – 03:00 PM
T001677,06-11-2025,PROD-001,Ergonomic Mesh Chair,Furniture,500,"4,50,000","22,50,00,000",Customer-101,Asia,Chennai,12:00 PM – 03:00 PM
T000487,01-04-2025,PROD-004,Standing Desk Converter,Furniture,5,"5,00,000","25,00,000",Customer-135,Europe,London,12:00 PM – 03:00 PM
T000681,01-05-2025,PROD-004,Standing Desk Converter,Furniture,38,"5,00,000","1,90,00,000",Customer-002,Asia,Chennai,12:00 PM – 03:00 PM
T000416,24-03-2025,PROD-001,Ergonomic Mesh Chair,Furniture,49,"4,50,000","2,20,50,000",Customer-062,Asia,Kolkata,12:00 PM – 03:00 PM
T000274,26-02-2025,PROD-003,27-inch 4K Monitor,Electronics,42,"12,00,000","5,04,00,000",Customer-091,Asia,Kolkata,06:00 PM – 09:00 PM
T001472,01-10-2025,PROD-004,Standing Desk Converter,Furniture,230,"5,00,000","11,50,00,000",Customer-008,Asia,Hyderabad,12:00 PM – 03:00 PM
T001830,03-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,35,"4,50,000","1,57,50,000",Customer-009,North America,New York,12:00 PM – 03:00 PM
T001455,30-09-2025,PROD-007,USB-C Docking Station,Electronics,33,"2,50,000","82,50,000",Customer-022,Asia,Singapore,06:00 PM – 09:00 PM
T000251,13-02-2025,PROD-004,Standing Desk Converter,Furniture,360,"5,00,000","18,00,00,000",Customer-030,Asia,Kolkata,12:00 PM – 03:00 PM
T000414,17-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,41,"25,000","10,25,000",Customer-084,Asia,Kolkata,09:00 AM – 11:00 AM
T001386,22-09-2025,PROD-010,Webcam 1080p HD,Electronics,34,"2,00,000","68,00,000",Customer-042,Asia,Pune,06:00 PM – 09:00 PM
T001308,10-09-2025,PROD-003,27-inch 4K Monitor,Electronics,14,"12,00,000","1,68,00,000",Customer-009,Europe,London,06:00 PM – 09:00 PM
T000716,12-05-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,500,"3,50,000","17,50,00,000",Customer-024,Asia,Bengaluru,06:00 PM – 09:00 PM
T000311,28-02-2025,PROD-003,27-inch 4K Monitor,Electronics,36,"12,00,000","4,32,00,000",Customer-118,Asia,Bengaluru,06:00 PM – 09:00 PM
T000927,23-06-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,44,"3,50,000","1,54,00,000",Customer-124,Asia,Pune,06:00 PM – 09:00 PM
T000382,12-03-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,17,"25,000","4,25,000",Customer-008,Asia,Tokyo,09:00 AM – 11:00 AM
T001566,20-10-2025,PROD-004,Standing Desk Converter,Furniture,43,"5,00,000","2,15,00,000",Customer-130,Asia,Dubai,12:00 PM – 03:00 PM
T000426,25-03-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,35,"3,50,000","1,22,50,000",Customer-121,Asia,Bengaluru,06:00 PM – 09:00 PM
T001875,09-12-2025,PROD-001,Ergonomic Mesh Chair,Furniture,25,"4,50,000","1,12,50,000",Customer-118,Asia,Mumbai,12:00 PM – 03:00 PM
T000533,09-04-2025,PROD-004,Standing Desk Converter,Furniture,400,"5,00,000","20,00,00,000",Customer-132,Asia,Delhi,12:00 PM – 03:00 PM
T000753,15-05-2025,PROD-007,USB-C Docking Station,Electronics,30,"2,50,000","75,00,000",Customer-019,Asia,Tokyo,06:00 PM – 09:00 PM
T000766,19-05-2025,PROD-001,Ergonomic Mesh Chair,Furniture,12,"4,50,000","54,00,000",Customer-064,Asia,Hyderabad,12:00 PM – 03:00 PM
T001357,17-09-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,370,"3,50,000","12,95,00,000",Customer-121,Asia,Delhi,06:00 PM – 09:00 PM
T000409,17-03-2025,PROD-004,Standing Desk Converter,Furniture,35,"5,00,000","1,75,00,000",Customer-121,Asia,Pune,12:00 PM – 03:00 PM
T001615,29-10-2025,PROD-004,Standing Desk Converter,Furniture,25,"5,00,000","1,25,00,000",Customer-097,Asia,Mumbai,12:00 PM – 03:00 PM
T000695,05-05-2025,PROD-009,Adjustable Monitor Arm,Furniture,14,"1,80,000","25,20,000",Customer-148,Asia,Bengaluru,12:00 PM – 03:00 PM
T001739,18-11-2025,PROD-010,Webcam 1080p HD,Electronics,340,"2,00,000","6,80,00,000",Customer-091,Asia,Delhi,06:00 PM – 09:00 PM
T000549,11-04-2025,PROD-002,Wireless Mechanical Keyboard,Electronics,34,"3,50,000","1,19,00,000",Customer-130,Asia,Pune,06:00 PM – 09:00 PM
T000937,25-06-2025,PROD-001,Ergonomic Mesh Chair,Furniture,24,"4,50,000","1,08,00,000",Customer-076,Asia,Hyderabad,12:00 PM – 03:00 PM
T001390,22-09-2025,PROD-007,USB-C Docking Station,Electronics,28,"2,50,000","70,00,000",Customer-089,Europe,London,06:00 PM – 09:00 PM
T001608,29-10-2025,PROD-010,Webcam 1080p HD,Electronics,7,"2,00,000","14,00,000",Customer-123,Asia,Kolkata,06:00 PM – 09:00 PM
T001940,23-12-2025,PROD-004,Standing Desk Converter,Furniture,28,"5,00,000","1,40,00,000",Customer-074,Asia,Delhi,12:00 PM – 03:00 PM
T001482,07-10-2025,PROD-004,Standing Desk Converter,Furniture,180,"5,00,000","9,00,00,000",Customer-119,Asia,Mumbai,12:00 PM – 03:00 PM
T000183,30-01-2025,PROD-004,Standing Desk Converter,Furniture,470,"5,00,000","23,50,00,000",Customer-121,Asia,Dubai,12:00 PM – 03:00 PM
T001941,23-12-2025,PROD-009,Adjustable Monitor Arm,Furniture,7,"1,80,000","12,60,000",Customer-107,Asia,Singapore,12:00 PM – 03:00 PM
T001161,12-08-2025,PROD-003,27-inch 4K Monitor,Electronics,41,"12,00,000","4,92,00,000",Customer-001,Asia,Tokyo,06:00 PM – 09:00 PM
T000171,28-01-2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,43,"25,000","10,75,000",Customer-022,Europe,London,09:00 AM – 11:00 AM
T000293,27-02-2025,PROD-005,Noise-Cancelling Headphones,Electronics,42,"9,50,000","3,99,00,000",Customer-004,Asia,Dubai,06:00 PM – 09:00 PM
T000562,15-04-2025,PROD-003,27-inch 4K Monitor,Electronics,8,"12,00,000","96,00,000",Customer-066,Asia,Hyderabad,06:00 PM – 09:00 PM
